Component,Model_id,Study Key,Individual Key,Model Age,Model Age Unit,Model Sex,Model Disease Type,Model Primary Diagnosis,Model Primary Site,Model Site of Origin,Model Tumor Subtype,Model Species,Model Type,Model Method,Model Source,Model Acquisition Type,Model Graft Source,Model Genotype,Model Treatment Type,Model Therapeutic Agent,Model Days to Treatment,Model Treatment Response
Model,,,,,,,,,,,,,,,,,,,,,,
